觀測時間(hour),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),全天空日射量(MJ/㎡),測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),日期
12,1.4,257,0,1,1004,31.2,78,0.2,0,2024/6/17
13,1.8,80,0,2,1003.2,32.9,74,0.3,198,2024/6/17
14,1.5,90,0,2.1,1002.6,33.1,71,0.3,319,2024/6/17
15,2.4,230,0,2,1001.8,33,67,0.3,27,2024/6/17
16,2.1,135,0,1,1001.3,31.6,78,0.3,160,2024/6/17
17,1.7,337,0,0.3,1001.4,30.2,84,0.3,20,2024/6/17
18,2.1,8,0,0.1,1002,29.3,88,0.7,35,2024/6/17
19,2.1,98,0,0,1002.7,28.5,92,0.1,0,2024/6/17
20,1.3,78,0,0,1003.2,27.7,95,0,0,2024/6/17
21,0.8,82,0,0,1003.7,26.6,95,0,0,2024/6/17
22,1.7,357,0,0,1004.1,26.3,93,0,0,2024/6/17
23,0.6,86,0,0,1004,26,95,0,0,2024/6/17
24,0.6,86,0,0,1003.8,26.2,97,0,0,2024/6/17
1,1,201,0,0,1003.1,26.1,97,0,0,2024/6/18
2,1.1,215,0,0,1002.4,25.6,98,0,0,2024/6/18
3,0,0,0,0,1002,25.3,98,0,0,2024/6/18
4,0,0,0,0,1002.2,25.1,99,0,0,2024/6/18
5,0.4,272,0,0,1002.8,25,99,0,0,2024/6/18
6,1.7,226,0,0,1003.7,25.9,100,0.2,0,2024/6/18
7,0.9,211,0,0.2,1004.2,26.6,98,0,0,2024/6/18
8,1.8,214,0,0.5,1004.4,28,91,0,0,2024/6/18
9,2,241,0,1.2,1004.6,30,76,0.3,359,2024/6/18
10,3.1,43,0,1.5,1005.1,29.7,82,1,61,2024/6/18
11,4,38,0,1,1005.2,29.6,85,1,50,2024/6/18
12,3.2,110,0,1.3,1004.5,31.1,78,0.7,53,2024/6/18
13,4.1,106,0,1.9,1004,30.5,81,1,79,2024/6/18
14,3.2,90,0,1.3,1003.4,30.3,82,1,76,2024/6/18
15,5.1,121,0,1.6,1003.2,31.2,80,0.5,74,2024/6/18
16,3,19,0,0.6,1003.2,28.5,89,0.6,63,2024/6/18
17,2.4,347,0,0.3,1003.1,28.2,88,0.3,37,2024/6/18
18,2.1,93,0,0.1,1003.7,28.1,89,0.1,0,2024/6/18
19,1.6,70,0,0,1004.1,27.3,90,0,0,2024/6/18
20,1.2,80,0,0,1004,26.7,95,0.1,0,2024/6/18
21,0.2,0,0,0,1004.2,26.6,96,0,0,2024/6/18
22,0.1,0,0,0,1004.8,26.2,97,0,0,2024/6/18
23,0.3,270,0,0,1005,26.1,98,0,0,2024/6/18
24,0,0,0,0,1004.6,25.8,99,0,0,2024/6/18
1,0.1,0,0,0,1003.6,25.5,99,0,0,2024/6/19
2,1.2,224,0,0,1003.6,25.5,99,0.4,241,2024/6/19
3,1.1,215,0,0,1003.3,25.3,99,0,0,2024/6/19
4,0.9,203,0,0,1003.3,25.4,99,0.1,0,2024/6/19
5,1.2,201,0,0,1004,25.3,99,0,0,2024/6/19
6,1.2,227,0,0,1004.4,25.6,99,0,0,2024/6/19
7,1.6,210,0,0.4,1004.5,26.9,97,0.3,250,2024/6/19
8,2.4,202,0,1.5,1004.6,30.5,79,0.8,240,2024/6/19
9,2.8,218,0,2.2,1004.8,32,72,0.7,203,2024/6/19
10,2.5,208,0,2.8,1004.8,33,70,0.6,132,2024/6/19
11,2.4,193,0,3.1,1004.3,34.1,67,0.7,175,2024/6/19
12,3,99,0,3.6,1003.7,34.5,68,0.7,156,2024/6/19
13,2.8,83,0,3.6,1002.7,34.5,68,0.6,150,2024/6/19
14,2.9,72,0,3.1,1002.8,33.9,70,0.8,157,2024/6/19
15,3.6,134,0,1.1,1002.1,30.5,80,0.4,145,2024/6/19
16,2.7,124,0,0.1,1002,29.7,84,0.4,317,2024/6/19
17,2.1,219,0,0,1002.2,28.8,89,0,0,2024/6/19
18,1.6,124,1,0.1,1002.6,28.1,97,0,0,2024/6/19
19,3.2,30,0,0,1003.6,26.8,96,0.6,358,2024/6/19
20,3.6,17,0,0,1004.2,25.4,97,0.5,328,2024/6/19
21,3.1,348,0,0,1004.9,25.8,98,0.2,0,2024/6/19
22,1.4,282,0,0,1004.8,25.9,99,0,0,2024/6/19
23,0.4,146,0,0,1004.5,25.8,99,0,0,2024/6/19
24,1.4,237,0,0,1003.8,25.7,99,0.1,0,2024/6/19
1,1.7,227,0,0,1003.1,25.4,99,0.1,0,2024/6/20
2,1,172,0,0,1002.3,25.3,100,0,0,2024/6/20
3,1.7,269,0,0,1002.2,25,100,0.3,237,2024/6/20
4,1.9,210,0,0,1002.3,24.9,100,0.1,0,2024/6/20
5,1.2,206,0,0,1002.9,24.7,100,0,0,2024/6/20
6,1,199,0,0,1003.2,24.8,100,0,0,2024/6/20
7,2,221,0,0.5,1003.4,26.2,98,0.3,237,2024/6/20
8,2.7,196,0.5,1.8,1003.5,30.1,79,0.6,228,2024/6/20
9,2.4,213,0,2.2,1003.8,32.1,73,0.5,164,2024/6/20
10,2.5,205,0,2.6,1003.8,32.6,68,0.4,200,2024/6/20
11,2.5,84,0,3.3,1003.5,33.8,69,0.6,105,2024/6/20
12,2.5,152,0,3.6,1002.9,34.4,67,0.6,138,2024/6/20
13,4.5,80,0,3.5,1002.3,34.4,67,0.7,153,2024/6/20
14,4.9,215,0,3.2,1001.9,33.8,69,0.9,161,2024/6/20
15,4.1,144,0,2.3,1001.7,32.6,72,0.8,180,2024/6/20
16,4.5,148,0,0.8,1001.5,30.9,78,0.6,182,2024/6/20
17,4.1,218,0,0.4,1002.1,29.3,88,0.3,220,2024/6/20
18,3.1,212,0,0.1,1002.9,28.4,92,0.6,216,2024/6/20
19,3.3,222,5,0,1003.7,26.6,97,0.1,0,2024/6/20
20,1.2,260,1,0,1004.5,26.6,98,0,0,2024/6/20
21,2,220,1,0,1004.3,25.8,99,0.6,231,2024/6/20
22,2,283,0,0,1004.5,26.1,99,0.2,0,2024/6/20
23,2.6,244,0,0,1004.1,25.9,100,0.2,0,2024/6/20
24,1.6,201,0,0,1003.6,25.7,100,0,0,2024/6/20
1,1.2,218,0,0,1002.4,25.7,100,0.2,0,2024/6/21
2,1.3,272,0,0,1002.2,25.6,100,0,0,2024/6/21
3,0.8,262,0,0,1002.4,25.4,100,0,0,2024/6/21
4,0.8,188,0,0,1002.3,25.4,100,0,0,2024/6/21
5,1,210,0,0,1002.6,25.1,100,0,0,2024/6/21
6,1.3,303,0,0,1003.3,25.4,100,0.3,292,2024/6/21
7,0.8,190,0,0.4,1003.2,26.4,100,0,0,2024/6/21
8,1.5,212,0,0.9,1004,28.1,94,0.3,199,2024/6/21
9,2.2,218,0,1.9,1003.8,31.4,76,0.1,0,2024/6/21
10,1.9,203,0,3,1003.5,32.8,70,0.8,269,2024/6/21
11,2.7,112,0,3.2,1003.1,33.2,71,0.6,146,2024/6/21
12,3.7,130,0,3.3,1002.9,33.6,70,0.9,170,2024/6/21
13,3.8,192,0,3.7,1002.2,34.5,71,0.8,160,2024/6/21
14,4.8,135,0,3.3,1001.5,34.4,71,0.8,183,2024/6/21
15,3.3,115,0,2.4,1001.5,33.7,73,0.5,155,2024/6/21
16,3.2,110,0,0.6,1001.7,30.8,81,0.3,94,2024/6/21
17,3.9,48,0,0.3,1002.3,30.2,83,0.3,181,2024/6/21
18,3.4,217,0,0.1,1002.6,29.5,87,0,0,2024/6/21
19,2.5,127,0,0,1003,29.3,90,0,0,2024/6/21
20,0.6,83,0,0,1003.4,28.5,94,0,0,2024/6/21
21,1.1,221,0,0,1003.8,28.3,95,0.1,0,2024/6/21
22,1.3,199,0,0,1004.5,28.1,96,0.1,0,2024/6/21
23,1.1,203,0,0,1004.5,28,96,0,0,2024/6/21
24,1.4,227,0,0,1004,27.7,96,0,0,2024/6/21
1,1,214,0,0,1003.8,27.6,95,0,0,2024/6/22
2,1,214,0,0,1003.5,27,96,0,0,2024/6/22
3,1,244,0,0,1003.2,26.5,96,0,0,2024/6/22
4,1.1,247,0,0,1003,26.2,96,0,0,2024/6/22
5,0,0,0,0,1002.8,25.6,97,0,0,2024/6/22
6,1.5,263,0,0,1003.1,25.6,98,0,0,2024/6/22
7,1.3,211,0,0.6,1003.6,28.2,92,0.3,223,2024/6/22
8,2.8,232,0,1.5,1004,31.1,76,0.5,209,2024/6/22
9,2.5,228,0,2.2,1004.1,32.7,70,0.6,245,2024/6/22
10,2.2,296,0,2.8,1004.1,33.9,65,0.4,126,2024/6/22
11,3.2,119,0,3,1004.1,33.7,71,0.6,183,2024/6/22
12,4.8,149,0,3.5,1003.4,34,72,0.9,156,2024/6/22
13,4.4,133,0,3.4,1002.9,34.4,72,0.7,165,2024/6/22
14,4.4,123,0,2.7,1002.4,33.3,75,1.1,156,2024/6/22
15,4.6,123,0,1.9,1001.9,32.6,76,0.7,176,2024/6/22
16,4.4,114,0,1.2,1001.8,32.4,78,0.5,172,2024/6/22
17,3,229,0,0.8,1002,32.4,78,0.2,0,2024/6/22
18,1.5,158,0,0.3,1002.4,30.8,83,0.2,0,2024/6/22
19,1.1,165,0,0,1003.3,29.7,88,0.1,0,2024/6/22
20,1,45,0,0,1003.6,28.7,92,0,0,2024/6/22
21,0.8,28,0,0,1004.3,28.4,95,0,0,2024/6/22
22,0,0,0,0,1004.7,28.3,96,0,0,2024/6/22
23,0,0,0,0,1004.8,28.3,97,0,0,2024/6/22
24,0,0,0,0,1004.5,28.5,97,0,0,2024/6/22
1,0,0,0,0,1004.2,28,97,0,0,2024/6/23
2,0,0,0,0,1003.9,27.8,98,0,0,2024/6/23
3,0.7,254,0,0,1003.7,27.7,98,0,0,2024/6/23
4,0.9,262,0,0,1003.9,27.4,98,0,0,2024/6/23
5,0.4,262,0,0,1004.2,27.4,99,0,0,2024/6/23
6,0,0,0,0.1,1004.3,27.7,99,0,0,2024/6/23
7,2.2,224,0,0.7,1004.5,29.7,90,0.6,215,2024/6/23
8,2.3,261,0,1.5,1004.6,32.1,76,0.5,230,2024/6/23
9,1.8,299,0,1.8,1004.6,32.1,77,0.3,212,2024/6/23
10,2,95,0,2,1004.5,33.2,74,0.3,162,2024/6/23
11,2.8,125,0,3.1,1004.3,34.5,66,0.5,186,2024/6/23
12,3.6,91,0,3.5,1003.9,34.6,68,0.6,172,2024/6/23
13,4.5,213,0,3.5,1003.4,35.2,68,0.7,179,2024/6/23
14,4.2,149,0,3.3,1002.8,35.1,71,0.9,168,2024/6/23
15,4.7,151,0,2.5,1002.4,34.2,71,0.8,167,2024/6/23
16,3.7,119,0,1.5,1002.3,32.7,77,0.6,132,2024/6/23
17,3.4,102,0,0.5,1002.6,31.2,81,0.3,158,2024/6/23
18,2,160,0,0,1003.4,29.9,87,0.1,0,2024/6/23
19,0.7,96,0,0,1003.5,29.3,91,0,0,2024/6/23
20,1.3,3,0,0,1004,29.2,93,0.1,0,2024/6/23
21,1.6,353,0,0,1004.7,29.2,93,0.3,358,2024/6/23
22,2,19,0,0,1005.3,28.7,95,0,0,2024/6/23
23,0.8,338,0,0,1005.5,28.2,96,0,0,2024/6/23
24,0.4,58,0,0,1005.3,27.4,96,0,0,2024/6/23
1,0,0,0,0,1005.2,27.4,97,0,0,2024/6/24
2,0.6,78,0,0,1004.9,27,97,0,0,2024/6/24
3,0,0,0,0,1005.1,26.7,98,0,0,2024/6/24
4,0.3,107,0,0,1005.3,27.3,98,0,0,2024/6/24
5,0,0,0,0,1005.3,27,98,0,0,2024/6/24
6,1.9,227,0,0,1005.8,27.2,98,0.2,0,2024/6/24
7,2.4,213,0,0.6,1006,29.1,91,0.8,213,2024/6/24
8,2,179,0,1.4,1006,31.8,76,0.5,213,2024/6/24
9,2.8,213,0,2.1,1005.8,33.1,76,0.8,241,2024/6/24
10,2.6,191,0,2.4,1005.6,34,69,0.4,119,2024/6/24
11,3.5,233,0,3.5,1005.2,34.6,69,0.7,157,2024/6/24
12,3.8,237,0,3.5,1004.7,34.2,72,0.9,175,2024/6/24
13,4.6,195,0,3.5,1004.3,34.1,71,0.9,157,2024/6/24
14,5.7,196,0,3.2,1004,33.9,71,0.8,144,2024/6/24
15,6.8,130,0,2.6,1003.7,32.9,74,1.3,167,2024/6/24
16,5.1,134,0,2,1003.7,33.1,73,0.9,197,2024/6/24
17,4.9,142,0,0.4,1004.3,30.5,82,0.6,155,2024/6/24
18,3,135,0,0,1004.9,30.2,84,0.7,200,2024/6/24
19,2.2,209,0,0,1005.5,30,85,0.7,171,2024/6/24
20,2.2,133,0,0,1006.6,29.7,86,0.4,212,2024/6/24
21,7.5,347,2,0,1008.1,25,92,1.5,50,2024/6/24
22,3.3,341,2,0,1009.8,23.8,99,0.1,0,2024/6/24
23,2.3,208,0,0,1008.5,23.5,100,0.4,235,2024/6/24
24,3.2,262,0,0,1008,23.9,100,0.3,226,2024/6/24
1,1.9,210,0,0,1007.8,24,100,0.5,223,2024/6/25
2,1.8,264,0,0,1007.4,23.9,100,0.3,212,2024/6/25
3,2.2,220,0,0,1007.2,23.8,100,0.3,243,2024/6/25
4,1.5,176,0,0,1007,23.7,100,0.1,0,2024/6/25
5,1.8,217,0,0,1007.5,23.6,100,0.3,223,2024/6/25
6,2,243,0,0,1007.9,23.8,100,0.3,243,2024/6/25
7,2.7,214,0.5,0.6,1007.9,25.4,98,0.7,210,2024/6/25
8,3.7,214,0,1.5,1008.1,28.9,82,0.8,236,2024/6/25
9,3.1,214,0,2.2,1008.2,31.4,73,0.4,223,2024/6/25
10,2.7,220,0,2.9,1007.9,33.1,65,0.7,245,2024/6/25
11,3.2,296,0,3.1,1007.6,33.3,65,0.7,311,2024/6/25
12,2.5,88,0,3.6,1007.1,34.7,68,0.6,134,2024/6/25
13,3.3,64,0,3.1,1006.6,34,69,0.5,181,2024/6/25
14,3.4,200,0,3,1006.6,33.5,68,0.8,197,2024/6/25
15,4.5,137,0,2.5,1006.4,32.5,70,0.8,191,2024/6/25
16,4.9,136,0,2,1006.3,33.1,70,0.6,182,2024/6/25
17,3,252,0,0.9,1006.4,31.5,72,0.3,177,2024/6/25
18,3.1,116,0,0.2,1007.1,29.8,79,0.4,231,2024/6/25
19,1.8,146,0,0,1007.7,28.7,86,0,0,2024/6/25
20,0.6,241,0,0,1008.5,27.5,93,0,0,2024/6/25
21,0.7,187,0,0,1009.1,27,95,0,0,2024/6/25
22,0,0,0,0,1010.1,26.7,97,0,0,2024/6/25
23,0.8,226,0,0,1010,26.3,97,0,0,2024/6/25
24,0.8,226,0,0,1009.8,26.3,98,0.1,0,2024/6/25
1,1.6,278,0,0,1009.7,26.1,97,0.1,0,2024/6/26
2,0.9,149,0,0,1009,26.1,98,0.2,0,2024/6/26
3,1,220,0,0,1009.2,25.8,97,0,0,2024/6/26
4,1.2,214,0,0,1009.1,25.6,98,0,0,2024/6/26
5,1.2,207,0,0,1009.4,25.4,98,0,0,2024/6/26
6,1.4,237,0,0,1009.7,25.6,98,0.3,237,2024/6/26
7,2.3,205,0,0.5,1010.3,27.3,93,0.6,217,2024/6/26
8,2.4,219,0,1.2,1010.4,29.2,84,0.6,227,2024/6/26
9,2.6,181,0,1.9,1010.4,31.6,72,0.8,219,2024/6/26
10,2.2,278,0,2.8,1010.2,33.3,67,0.8,237,2024/6/26
11,2.6,186,0,3.3,1009.9,34.1,67,0.4,201,2024/6/26
12,3.5,131,0,3.5,1009.7,34.1,66,0.8,147,2024/6/26
13,3.5,131,0,3.6,1009.2,34.1,68,0.8,118,2024/6/26
14,4.8,130,0,3.5,1009,34.3,67,0.7,155,2024/6/26
15,4.3,208,0,2.1,1009.1,32.8,71,0.8,187,2024/6/26
16,3.4,145,0,1.1,1008.8,30.8,76,0.1,0,2024/6/26
17,3,82,0,0.5,1008.9,30.3,80,0.1,0,2024/6/26
18,1.4,133,0,0.1,1009.2,29.3,84,0.1,0,2024/6/26
19,1.3,93,0,0,1009.6,28,88,0,0,2024/6/26
20,0,0,0,0,1009.9,27.2,93,0,0,2024/6/26
21,1,151,0,0,1010.4,27.1,95,0.1,0,2024/6/26
22,0.6,132,0,0,1010.7,26.8,96,0,0,2024/6/26
23,1,268,0,0,1010.8,26.5,96,0,0,2024/6/26
24,1.4,225,0,0,1010.1,26.4,96,0.1,0,2024/6/26
1,1.6,269,0,0,1010,26.1,95,0,0,2024/6/27
2,1.2,262,0,0,1010.1,26,96,0.2,0,2024/6/27
3,1.3,204,0,0,1010.6,25.8,95,0,0,2024/6/27
4,1.7,184,0,0,1010.3,25.7,97,0.2,0,2024/6/27
5,1.7,264,0,0,1010,25.5,96,0.4,247,2024/6/27
6,1.9,222,0,0,1010,25.9,94,0.4,245,2024/6/27
7,2.3,217,0,0.6,1010.3,28.2,87,0.2,0,2024/6/27
8,2.2,280,0,1.5,1010.3,30.7,78,0.7,208,2024/6/27
9,2.5,212,0,2.3,1010.2,32.3,70,0.7,225,2024/6/27
10,2.5,166,0,2.8,1010,33.3,63,0.8,237,2024/6/27
11,3.2,197,0,3.2,1009.4,34,65,0.6,148,2024/6/27
12,2.8,126,0,3.5,1008.6,34.6,63,0.5,130,2024/6/27
13,3.8,128,0,3.6,1008.3,34.5,64,0.7,151,2024/6/27
14,3.5,115,0,2.8,1007.9,33.2,69,0.6,162,2024/6/27
15,3.2,71,0,1.2,1007.9,31,74,0.6,178,2024/6/27
16,4.4,148,0,0.8,1007.5,30.9,75,0.8,213,2024/6/27
17,4.2,140,0,0.7,1007.8,30.6,75,0.7,212,2024/6/27
18,3.7,191,0,0.1,1008.1,30,78,0.5,211,2024/6/27
19,1.7,221,0,0,1008.3,28.6,86,0,0,2024/6/27
20,1.1,295,0,0,1008.9,27.5,91,0,0,2024/6/27
21,0,0,0,0,1008.8,27.2,94,0,0,2024/6/27
22,0.7,278,0,0,1009,26.9,94,0,0,2024/6/27
23,1.2,246,0,0,1009,26.6,96,0,0,2024/6/27
24,0.1,0,0,0,1008.5,26.3,97,0,0,2024/6/27
1,0.3,226,0,0,1007.9,25.8,97,0,0,2024/6/28
2,0.8,233,0,0,1007.6,25.5,97,0,0,2024/6/28
3,1.2,200,0,0,1007.4,25.5,97,0.3,216,2024/6/28
4,1.6,204,0,0,1007.6,25.5,96,0,0,2024/6/28
5,1,245,0,0,1007.8,25.1,97,0,0,2024/6/28
6,1.4,224,0,0,1007.9,25.4,96,0.2,0,2024/6/28
7,1.6,293,0,0.5,1008.1,27.5,88,0.3,227,2024/6/28
8,1.9,275,0,1.1,1008.3,29.7,77,0.2,0,2024/6/28
9,2,202,0,1.7,1008.4,31.5,73,0.3,229,2024/6/28
10,2,198,0,2.2,1008,32.3,71,0.3,196,2024/6/28
11,1.8,206,0,2,1007.5,32.6,69,0.2,0,2024/6/28
12,3.2,126,0,3.2,1006.6,34,71,0.6,183,2024/6/28
13,4.3,134,0,3.5,1006.1,34.2,71,0.7,147,2024/6/28
14,5.5,117,0,3.3,1005.4,34.1,71,0.8,142,2024/6/28
15,4.8,190,0,1.2,1004.7,30.8,78,0.8,164,2024/6/28
16,6.1,134,0,0.1,1005.3,27.5,87,1.2,275,2024/6/28
17,3.6,304,0.5,0,1005.6,26.9,97,0.1,0,2024/6/28
18,1.1,318,0,0,1006.1,26.3,98,0,0,2024/6/28
19,1.9,227,0,0,1006.8,26.1,98,0.1,0,2024/6/28
20,1.4,214,0,0,1007.7,25.7,99,0,0,2024/6/28
21,2.1,24,0,0,1008.1,26,99,0.3,98,2024/6/28
22,2,210,0,0,1008.3,26,99,0.2,0,2024/6/28
23,2.6,205,0,0,1007.6,25.8,99,0.3,234,2024/6/28
24,2.7,196,0,0,1006.8,25.5,99,0.7,240,2024/6/28
1,2.4,225,0,0,1006,25.2,99,0.6,232,2024/6/29
2,2.4,251,0,0,1005.8,25.1,99,0.3,227,2024/6/29
3,1.5,210,0,0,1005.6,24.9,99,0,0,2024/6/29
4,1.5,228,0,0,1005.8,24.9,100,0.2,0,2024/6/29
5,1.2,224,0,0,1005.9,24.8,100,0.2,0,2024/6/29
6,1.7,264,0,0,1006.3,25,100,0,0,2024/6/29
7,2.4,203,0,0.4,1006.4,26,99,0.6,210,2024/6/29
8,2.8,222,0,1.5,1006.3,29.5,83,0.8,220,2024/6/29
9,2.5,208,0,2.2,1006.2,31.7,74,0.8,204,2024/6/29
10,3,206,0,2.9,1005.8,33.2,70,0.7,232,2024/6/29
11,3.7,272,0,3.2,1005.3,34.5,64,0.9,204,2024/6/29
12,4.7,132,0,3.5,1004.6,33.7,73,0.9,160,2024/6/29
13,4.5,119,0,3.3,1004.1,32.6,74,1.1,152,2024/6/29
14,7.7,135,0,1.2,1003.7,30.5,78,0.9,157,2024/6/29
15,5.6,144,0,0.1,1003.8,29.4,82,0.5,217,2024/6/29
16,3.8,280,0,0.2,1003.2,29.1,86,0.6,17,2024/6/29
17,2.2,268,0,0,1003.5,27.7,94,0.1,0,2024/6/29
18,1,314,0,0,1004.1,27.8,97,0,0,2024/6/29
19,0,0,0,0,1004.8,27.8,98,0,0,2024/6/29
20,1.4,345,0,0,1005.2,27.4,99,0,0,2024/6/29
21,1.2,30,0,0,1005.3,27,99,0,0,2024/6/29
22,0.5,341,0,0,1005.4,26.8,99,0,0,2024/6/29
23,1.1,281,0,0,1005.2,26.5,100,0,0,2024/6/29
24,0,0,0,0,1004.3,26.3,100,0,0,2024/6/29
1,0.4,281,0,0,1003.5,26,100,0,0,2024/6/30
2,0,0,0,0,1003.3,26,100,0,0,2024/6/30
3,0,0,0,0,1003,25.7,100,0,0,2024/6/30
4,0,0,0,0,1003,25.4,100,0,0,2024/6/30
5,0,0,0,0,1003.3,25.2,100,0,0,2024/6/30
6,0,0,0,0,1003.6,25.7,100,0,0,2024/6/30
7,1.1,203,0,0.5,1004.1,27.1,100,0,0,2024/6/30
8,3,222,0,1.6,1004.7,29.7,90,0.9,231,2024/6/30
9,2,220,0,2.2,1004.6,32.2,76,0.3,27,2024/6/30
10,2.2,297,0,2.7,1004.4,32.9,72,0.4,36,2024/6/30
11,3.8,46,0,3.3,1004.1,32.9,69,1.1,74,2024/6/30
12,3.7,112,0,3.4,1003.6,33.2,73,1,23,2024/6/30
13,4.8,81,0,3.4,1003,33,72,1.1,54,2024/6/30
14,4.2,111,0,3.1,1002.6,33.2,71,1,56,2024/6/30
15,4.2,135,0,2.7,1002.2,33,74,1.2,78,2024/6/30
16,3.6,37,0,1.6,1002.1,32.3,75,1,47,2024/6/30
17,4.8,357,0,1.3,1002.4,31.7,78,0.9,76,2024/6/30
18,3.6,43,0,0.3,1002.6,30.1,84,0.6,43,2024/6/30
19,2.5,347,0,0,1003.4,29.1,89,0,0,2024/6/30
20,1.5,51,0,0,1003.7,28.4,93,0.2,0,2024/6/30
21,1.4,32,0,0,1004.1,28.2,95,0,0,2024/6/30
22,0.7,342,0,0,1004.2,27.5,96,0,0,2024/6/30
23,0.8,342,0,0,1004.2,27.2,98,0.1,0,2024/6/30
24,0.8,342,0,0,1003.7,26.7,98,0,0,2024/6/30
1,0,0,0,0,1003.4,26.7,98,0,0,2024/7/1
2,1.6,296,0,0,1003.2,26.4,98,0,0,2024/7/1
3,0.8,223,0,0,1002.8,26.5,98,0.1,0,2024/7/1
4,1.5,238,0,0,1003.1,26.4,98,0.1,0,2024/7/1
5,2.3,237,0,0,1003.4,26.2,97,0.3,231,2024/7/1
6,1.9,203,0,0,1003.8,26.7,97,0.2,0,2024/7/1
7,1.6,228,0,0.4,1004.2,28.2,91,0.2,0,2024/7/1
8,1.8,207,0,1.2,1004.5,30.7,77,0.2,0,2024/7/1
9,1.8,159,0,1.8,1004.1,32.8,70,0,0,2024/7/1
10,1.8,315,0,2.9,1003.4,34.1,67,0.5,277,2024/7/1
11,2.8,83,0,2.5,1003.1,34,67,0.6,106,2024/7/1
12,2.6,145,0,3.6,1002.4,34.7,63,0.5,23,2024/7/1
13,2.7,91,0,3.3,1001.7,34.6,60,0.5,54,2024/7/1
14,3,95,0,3,1001.4,33.9,64,0.6,73,2024/7/1
15,2.9,134,0,1.8,1001.5,33.9,67,0.3,11,2024/7/1
16,2.8,18,0,0.7,1001.5,32,74,0.2,0,2024/7/1
17,1.4,19,0,0.4,1001.9,30.7,81,0,0,2024/7/1
18,1.4,114,0,0.1,1002.4,30.2,83,0.2,0,2024/7/1
19,1.7,281,0,0,1003,29.5,87,0.1,0,2024/7/1
20,1.2,102,X,0,1004.1,28.3,94,0,0,2024/7/1
21,3.1,313,X,0,1004.2,27.2,98,0.6,331,2024/7/1
22,2.9,29,X,0,1004.9,27.1,99,0.1,0,2024/7/1
23,1.7,31,0,0,1005.1,27,99,0,0,2024/7/1
24,0.8,176,0,0,1004.5,26.8,99,0,0,2024/7/1
1,1.5,51,0,0,1004.3,26.5,100,0,0,2024/7/2
2,0.4,28,0,0,1003.5,26.5,100,0,0,2024/7/2
3,0,0,0,0,1003.3,26.4,100,0,0,2024/7/2
4,0.9,194,0,0,1003.1,26.4,100,0.1,0,2024/7/2
5,1.9,212,0,0,1003.6,26.3,100,0.3,224,2024/7/2
6,2.5,214,0,0,1004.3,26.2,100,0.2,0,2024/7/2
7,1.4,207,0,0.5,1004.4,27.3,100,0.1,0,2024/7/2
8,2.4,231,0,1.5,1004.9,29.8,89,0.7,214,2024/7/2
9,2.3,280,0,2.2,1005.2,32.3,79,0.6,193,2024/7/2
10,2.4,217,0,2.8,1005.3,33.4,75,0.3,150,2024/7/2
11,2.6,131,0,3.4,1005.7,33.6,72,0.6,156,2024/7/2
12,3.5,228,0,3.6,1005.5,33.5,73,0.8,163,2024/7/2
13,5.4,142,0,3.6,1005.3,33,75,1,186,2024/7/2
14,5.4,211,0,3.5,1004.7,33.2,72,1.1,179,2024/7/2
15,4.1,163,0,1,/,/,/,/,/,2024/7/2
16,--,--,0,0,/,/,/,/,/,2024/7/2
17,4.6,293,0,0.2,1005,29.9,81,0.9,194,2024/7/2
18,4.8,112,0,0,1006,29,84,0.4,247,2024/7/2
19,1.8,263,0,0,1007.2,27.4,91,0,0,2024/7/2
20,1.6,336,0,0,1008.2,27,90,0,0,2024/7/2
21,1.3,218,0,0,1008.8,26.4,95,0,0,2024/7/2
22,0.5,198,0,0,1009.3,26,97,0,0,2024/7/2
23,1.1,293,0,0,1008.9,25.7,98,0,0,2024/7/2
24,0.6,282,0,0,1008.5,25.6,98,0,0,2024/7/2
1,0.1,0,0,0,1008.1,25.2,99,0,0,2024/7/3
2,0.5,282,0,0,1007.9,24.9,100,0,0,2024/7/3
3,0.8,268,0,0,1007.8,24.8,100,0.1,0,2024/7/3
4,1.5,210,0,0,1008.4,24.6,99,0.2,0,2024/7/3
5,1.6,200,0,0,1009,24.4,99,0,0,2024/7/3
6,1.4,230,0,0,1009.9,24.7,99,0.3,215,2024/7/3
7,2.5,201,0,0.7,1010.5,27.3,90,0.8,219,2024/7/3
8,2.7,202,0,1.5,1011,30.8,74,0.5,228,2024/7/3
9,2.1,241,0,1.9,1011.2,31.9,70,0.5,214,2024/7/3
10,2.6,213,0,2.6,1011.1,33.2,65,0.6,163,2024/7/3
11,2.2,96,0,2.5,1010.6,34.2,64,0.5,77,2024/7/3
12,4,123,0,3.5,1010.2,34.5,64,0.8,163,2024/7/3
13,3.5,243,0,3.6,1009.8,35.2,62,0.6,155,2024/7/3
14,3.4,122,0,3.3,1009.6,34.8,65,0.6,146,2024/7/3
15,3.5,137,0,2.9,1009.5,35.3,61,0.5,176,2024/7/3
16,3.2,93,0,2.2,1009.2,35,64,0.7,116,2024/7/3
17,4.4,116,0,1,1009.2,32,73,0.4,167,2024/7/3
18,3.5,182,0,0.5,1009.7,31.7,77,0.1,0,2024/7/3
19,1.6,109,0,0,1010.2,29.3,87,0,0,2024/7/3
